169,169,85,84,85,86,62,65
170,170,87,88,83,90,59,69
171,171,90,85,88,88,52,69
172,172,89,77,84,87,46,77
173,173,89,87,83,90,48,81
174,174,82,82,87,90,78,85
175,175,80,84,91,83,70,74
176,176,82,74,87,85,82,73
177,177,70,66,75,81,86,79
178,178,93,84,80,90,38,78
179,179,82,86,86,88,47,55
180,180,86,82,82,88,42,72
181,181,77,77,80,86,79,83
182,182,76,75,79,85,78,82
183,183,76,69,90,79,80,73
184,184,82,81,83,88,62,67
185,185,80,61,82,81,81,77
186,186,84,74,81,81,82,84
187,187,77,88,75,80,34,74
188,188,85,81,79,87,60,70
189,189,51,80,90,81,70,71
190,190,85,50,69,71,86,82
191,191,79,51,65,62,86,84
192,192,81,73,85,84,80,72
193,193,78,69,82,88,70,74
194,194,62,81,84,86,72,73
195,195,49,83,90,80,73,69
196,196,69,65,73,80,85,77
197,197,85,83,79,87,44,74
198,198,68,80,82,82,79,86
199,199,79,81,81,89,38,60
200,200,66,61,64,68,85,86
201,201,85,75,76,91,63,61
202,202,93,77,81,87,36,57
203,203,93,80,75,87,27,76
204,204,78,78,82,85,78,80
205,205,84,80,81,87,41,71
206,206,86,83,73,87,49,86
207,207,80,85,85,90,40,60
208,208,57,61,87,91,79,66
209,209,75,81,86,81,73,81
210,210,87,65,79,80,84,77
211,211,82,73,77,78,85,86
212,212,87,86,73,82,45,71
213,213,86,86,70,85,36,70
214,214,81,45,60,58,87,88
215,215,72,69,82,78,84,87
216,216,73,62,69,70,88,87
217,217,87,69,80,81,84,82
218,218,89,85,71,86,45,67
219,219,87,88,76,88,45,76
220,220,88,83,81,85,49,58
221,221,85,88,75,84,45,66
222,222,79,85,81,87,40,75
223,223,87,81,82,86,45,77
224,224,89,86,81,85,46,70
225,225,78,83,86,88,62,77
226,226,83,81,86,88,57,69
227,227,84,88,80,83,70,82
228,228,84,76,81,79,85,80
229,229,89,89,80,88,55,70
230,230,86,83,78,90,60,85
231,231,80,55,69,72,89,80
232,232,88,86,75,83,44,71
233,233,88,78,80,81,84,83
234,234,85,80,83,85,78,81
235,235,91,85,80,90,41,83
236,236,83,81,81,80,81,86
237,237,81,73,85,84,80,72
238,238,75,84,88,88,57,66
239,239,70,66,87,80,84,73
240,240,80,80,86,84,77,85
241,241,76,80,84,86,82,84
242,242,90,71,85,86,80,75
243,243,81,79,82,88,57,60
244,244,83,83,82,85,58,84
245,245,76,76,84,88,53,73
246,246,82,82,75,85,57,77
247,247,71,65,75,77,83,83
248,248,68,65,86,79,82,72
249,249,90,86,78,84,42,74
250,250,72,52,75,77,85,77
251,251,83,80,88,85,61,84
252,252,84,45,68,75,86,80
253,253,75,74,83,83,81,84
254,254,81,85,79,86,35,64
255,255,79,71,83,80,85,77
256,256,82,54,71,66,84,86
257,257,88,81,79,86,31,62
258,258,61,50,73,69,86,78
259,259,82,83,79,87,38,84
260,260,89,76,79,87,30,62
261,261,78,81,81,83,80,86
262,262,83,81,77,86,46,85
263,263,74,76,83,87,52,63
264,264,84,80,75,87,54,84
265,265,67,80,86,85,70,66
266,266,85,87,68,78,39,74
267,267,93,71,76,81,78,84
268,268,73,35,72,73,86,83
269,269,85,67,75,79,82,82
270,270,82,83,81,87,36,72
271,271,68,71,82,80,81,82
272,272,79,49,64,67,86,78
273,273,70,60,79,73,88,81
274,274,83,85,80,83,58,65
275,275,91,77,79,86,73,74
276,276,74,87,75,78,52,80
277,277,80,85,76,81,62,86
278,278,82,86,81,85,47,80
279,279,94,82,80,86,35,72
280,280,75,73,86,86,85,77
281,281,88,65,82,82,80,82
282,282,92,80,85,85,61,72
283,283,90,85,67,82,39,86
284,284,77,82,81,85,83,80
285,285,82,59,78,78,85,82
286,286,94,82,73,83,36,81
287,287,81,72,80,80,83,81
288,288,73,75,81,80,80,90
289,289,81,86,77,87,50,83
290,290,77,72,82,83,83,84
291,291,90,85,74,82,52,80
292,292,91,82,76,86,53,75
293,293,80,72,83,82,82,81
294,294,51,54,74,72,87,74
295,295,95,73,75,86,42,59
296,296,90,63,77,78,79,81
297,297,55,73,78,78,81,82
298,298,71,81,86,86,54,63
299,299,84,79,87,86,48,81
300,300,82,83,75,86,49,84
301,301,72,78,82,82,83,82
302,302,73,69,79,78,81,81
303,303,59,69,78,77,82,82
304,304,60,75,86,77,76,73
305,305,76,48,63,68,84,83
306,306,71,80,84,86,51,70
307,307,84,82,77,86,45,85
308,308,60,59,71,66,85,80
309,309,81,84,78,84,43,68
310,310,87,69,83,84,76,72
311,311,85,84,76,84,43,83
312,312,80,33,58,64,85,84
313,313,59,82,83,79,55,69
314,314,91,81,80,85,38,68
315,315,73,51,68,62,85,85
316,316,78,77,83,82,75,83
317,317,82,82,81,85,30,80
318,318,69,72,85,79,79,78
319,319,89,78,79,80,78,81
320,320,92,75,80,80,75,78
321,321,78,41,57,67,86,83
322,322,76,54,70,70,84,78
323,323,78,79,83,90,50,84
324,324,80,72,81,86,79,78
325,325,86,40,59,66,86,82
326,326,80,50,56,65,85,83
327,327,71,70,81,83,77,75
328,328,69,77,85,84,62,58
329,329,80,84,74,77,38,82
330,330,78,76,80,80,82,84
331,331,62,47,58,62,87,82
332,332,73,59,78,79,85,83
333,333,84,78,80,86,42,86
334,334,61,72,86,89,71,67
335,335,88,81,80,85,59,66
336,336,91,79,78,86,53,73
337,337,91,81,75,87,34,74
338,338,70,41,62,60,85,82
339,339,83,82,75,88,40,77
340,340,71,74,81,84,80,81
341,341,91,78,73,86,38,67
342,342,89,78,76,86,46,72
343,343,91,56,77,83,81,62
344,344,81,82,83,86,61,76
345,345,78,60,74,81,84,88
346,346,76,75,84,85,80,84
347,347,88,71,80,87,76,78
348,348,80,84,74,77,38,82
349,349,88,81,80,85,59,66
350,350,91,78,73,86,38,67
351,351,91,82,76,86,53,75
352,352,92,75,70,88,45,83
353,353,83,87,80,84,56,77
354,354,78,84,83,85,62,68
355,355,80,72,81,81,80,86
356,356,90,71,82,85,77,78
357,357,84,81,82,88,43,78
358,358,92,77,74,88,63,78
359,359,85,87,80,82,68,70
360,360,70,64,78,70,86,84
361,361,73,73,81,80,75,79
362,362,85,78,76,85,45,67
363,363,62,67,71,76,84,89
364,364,85,80,70,86,60,81
365,365,75,37,69,71,82,80
366,366,66,74,81,80,80,78
367,367,79,78,77,79,82,87
368,368,95,66,78,84,74,77
369,369,94,56,75,84,74,70
370,370,58,36,56,56,85,81
371,371,71,46,58,61,85,82
372,372,82,82,72,79,31,79
373,373,62,81,63,76,52,81
374,374,65,83,83,85,53,63
375,375,78,58,67,73,85,82
376,376,81,81,81,83,43,63
377,377,72,84,77,83,44,77
378,378,80,84,78,87,39,68
379,379,60,50,64,64,86,80
380,380,84,70,82,81,76,70
381,381,65,37,63,66,84,84
382,382,37,62,79,79,81,73
383,383,67,32,68,71,85,76
384,384,81,76,82,83,74,77
385,385,78,78,86,89,48,67
386,386,59,84,72,77,45,76
387,387,59,77,89,81,51,53
388,388,82,81,81,86,39,80
389,389,93,77,77,86,50,54
390,390,53,67,84,81,74,73
391,391,72,38,68,70,84,81
392,392,85,82,78,84,42,73
393,393,76,79,83,81,64,73
394,394,53,58,76,70,86,78
395,395,69,84,66,76,40,82
396,396,85,76,82,82,70,80
397,397,80,69,77,78,81,79
398,398,67,45,54,62,83,86
399,399,83,80,72,86,44,83
400,400,77,85,77,81,46,72
401,401,68,76,82,86,50,59
402,402,77,83,80,83,41,62
403,403,76,66,78,85,68,70
404,404,70,62,73,72,85,78
405,405,79,76,83,83,74,78
406,406,51,58,72,70,85,80
407,407,69,40,56,69,85,80
408,408,82,39,69,73,84,82
409,409,79,80,71,81,37,76
410,410,76,57,82,79,81,78
411,411,84,79,77,85,49,84
412,412,80,85,66,79,29,82
413,413,78,68,72,81,81,86
414,414,81,77,81,86,71,63
415,415,70,62,73,72,85,78
416,416,73,73,81,80,75,79
417,417,83,82,82,81,60,83
418,418,80,69,83,79,78,82
419,419,88,77,78,88,60,69
420,420,68,77,81,83,82,77
421,421,89,80,79,89,46,68
422,422,80,83,69,81,50,85
423,423,84,84,73,79,45,88
424,424,80,41,70,76,83,81
425,425,85,72,77,81,76,80
426,426,84,82,82,85,40,80
427,427,73,57,68,73,84,83
428,428,83,77,87,87,51,80
429,429,80,82,67,79,42,76
430,430,70,46,59,66,84,80
431,431,70,67,81,83,79,77
432,432,83,81,79,85,34,83
433,433,82,54,76,79,77,79
434,434,92,64,76,77,77,86
435,435,79,66,80,82,76,80
436,436,63,84,69,74,33,77
437,437,80,79,81,83,34,81
438,438,79,76,74,79,81,87
439,439,71,77,76,80,73,86
440,440,78,70,81,85,66,74
441,441,70,77,79,87,58,77
442,442,75,49,74,71,82,79
443,443,85,84,77,86,50,75
444,444,64,35,57,57,85,80
445,445,82,78,83,86,67,65
446,446,85,67,76,79,78,71
447,447,81,56,77,83,79,72
448,448,89,80,73,85,35,73
449,449,79,43,68,69,81,86
450,450,89,58,75,80,77,76
451,451,84,77,71,86,63,80
452,452,77,48,70,72,83,78
453,453,57,76,76,73,81,85
454,454,78,71,76,82,81,88
455,455,80,83,80,80,43,70
456,456,64,41,64,69,84,76
457,457,82,81,62,81,27,77
458,458,79,71,80,79,74,71
459,459,81,82,63,76,36,79
460,460,81,74,83,85,31,81
461,461,59,37,66,65,83,77
462,462,81,61,77,79,78,74
463,463,43,83,74,74,42,80
464,464,63,75,83,85,55,71
465,465,71,80,83,81,40,64
466,466,65,78,85,88,76,55
467,467,78,54,69,74,82,83
468,468,78,79,79,83,45,68
469,469,72,76,83,80,69,79
470,470,69,69,82,87,71,70
471,471,62,26,54,59,84,79
472,472,83,79,75,84,46,79
473,473,80,76,71,89,56,80
474,474,67,70,80,78,79,80
475,475,70,79,82,82,70,72
476,476,71,56,67,61,82,80
477,477,79,66,77,83,77,74
478,478,80,77,80,86,35,80
479,479,70,79,81,83,69,70
480,480,90,81,71,76,43,85
481,481,93,79,68,80,31,78
482,482,64,57,64,59,83,85
483,483,84,79,79,82,39,64
484,484,76,82,81,84,58,66
485,485,65,78,84,84,62,78
486,486,83,79,80,85,42,79
487,487,63,62,74,73,82,81
488,488,78,70,80,87,33,47
489,489,54,68,75,73,84,77
490,490,83,82,84,82,34,64
491,491,64,80,85,83,43,76
492,492,78,81,76,81,38,74
493,493,50,79,85,79,69,69
494,494,76,70,77,80,79,78
495,495,83,79,78,83,35,68
496,496,85,78,79,81,46,61
497,497,72,84,70,82,40,80
498,498,83,45,63,72,81,83
499,499,91,80,70,82,35,69
500,500,49,74,82,73,75,82
501,501,87,77,74,88,57,67
502,502,77,50,66,70,84,82
503,503,83,82,77,86,44,83
504,504,84,81,79,86,43,70
505,505,70,55,76,71,83,86
506,506,74,60,78,78,77,73
507,507,45,51,66,66,82,80
508,508,82,73,77,81,74,77
509,509,70,75,83,84,68,73
510,510,76,77,80,84,56,75
511,511,81,73,80,80,73,69
512,512,80,78,85,84,34,78
513,513,79,84,76,81,52,73
514,514,83,79,78,84,28,66
515,515,89,73,73,88,29,68
516,516,77,82,82,81,40,69
517,517,81,78,80,81,54,80
518,518,84,55,68,75,80,79
519,519,72,64,73,77,77,80
520,520,83,69,76,78,70,70
521,521,69,75,76,76,81,89
522,522,84,82,75,79,36,72
523,523,73,77,82,81,67,76
524,524,82,81,71,78,34,75
525,525,50,63,70,71,80,86
526,526,72,81,76,79,40,79
527,527,34,67,77,77,79,78
528,528,79,81,79,83,53,79
529,529,75,53,72,74,82,77
530,530,62,66,71,71,80,84
531,531,36,41,62,63,85,68
532,532,54,61,74,67,83,79
533,533,87,77,75,81,56,64
534,534,68,58,68,70,82,87
535,535,64,49,68,65,83,76
536,536,66,79,79,78,76,75
537,537,91,48,73,78,75,64
538,538,79,57,71,77,79,73
539,539,50,75,78,75,79,78
540,540,89,75,74,84,36,63
541,541,66,49,55,62,82,88
542,542,72,77,79,84,69,76
543,543,53,73,78,75,78,82
544,544,73,67,74,74,83,78
545,545,86,81,76,83,44,67
546,546,82,76,77,84,31,81
547,547,75,69,79,81,76,70
548,548,79,80,77,79,55,79
549,549,83,63,70,73,78,89
550,550,81,79,78,85,40,67
551,551,86,79,59,75,25,84
552,552,84,76,80,82,39,54
553,553,87,76,73,83,45,64
554,554,83,77,65,86,40,79
555,555,80,78,81,86,36,44
556,556,83,81,72,84,39,72
557,557,79,73,80,83,54,64
558,558,59,54,64,60,83,76
559,559,77,34,57,68,82,82
560,560,72,81,76,82,32,74
561,561,82,79,73,83,54,82
562,562,75,51,60,61,81,87
563,563,86,81,69,85,30,67
564,564,93,76,72,82,41,61
565,565,83,76,74,87,46,73
566,566,71,80,82,81,65,73
567,567,76,80,80,83,40,49
568,568,59,83,72,78,40,74
569,569,78,79,79,83,56,72
570,570,72,79,82,80,56,67
571,571,80,74,81,85,51,60
572,572,83,73,70,86,50,82
573,573,87,78,77,85,63,73
574,574,83,77,78,84,42,55
575,575,50,79,84,78,74,70
576,576,63,51,58,62,83,80
577,577,55,78,79,80,74,72
578,578,73,77,77,82,61,73
579,579,66,66,74,75,81,86
580,580,67,47,63,67,81,77
581,581,74,70,74,78,75,80
582,582,78,77,79,80,45,80
583,583,45,68,78,76,76,84
584,584,81,57,77,80,76,68
585,585,63,73,74,76,80,76
586,586,67,37,59,61,81,85
587,587,75,54,65,70,82,79
588,588,81,80,78,84,30,61
589,589,84,77,66,84,43,78
590,590,94,78,71,79,43,84
591,591,90,78,72,85,37,76
592,592,75,80,63,77,35,85
593,593,88,78,77,83,43,61
594,594,89,78,75,85,56,84
595,595,93,82,60,79,30,81
596,596,93,72,73,86,30,72
597,597,88,82,80,81,41,70
598,598,78,83,75,81,42,82
599,599,78,77,79,80,45,80
600,600,84,77,66,84,43,78
601,601,75,80,63,77,35,85
602,602,93,76,72,82,41,61
603,603,66,66,74,75,81,86
604,604,81,79,78,85,40,67
605,605,74,48,72,73,83,86
606,606,82,54,71,73,82,85
607,607,76,82,83,82,44,78
608,608,89,84,71,78,46,83
609,609,74,63,72,77,77,74
610,610,84,73,74,85,57,65
611,611,81,71,77,83,30,49
612,612,85,32,45,60,82,81
613,613,61,73,80,77,76,78
614,614,69,76,76,78,77,75
615,615,77,70,72,77,79,79
616,616,96,77,71,81,34,68
617,617,62,83,70,74,40,78
618,618,81,76,66,77,36,80
619,619,78,80,78,78,55,83
620,620,62,72,80,83,59,56
621,621,79,81,76,83,55,76
622,622,68,71,77,79,74,80
623,623,86,68,71,83,62,60
624,624,62,65,74,76,79,78
625,625,74,79,78,79,44,80
626,626,83,81,72,77,35,64
627,627,78,81,65,78,45,85
628,628,79,78,77,80,44,79
629,629,85,77,75,81,43,69
630,630,80,80,76,79,39,78
631,631,58,56,78,77,78,66
632,632,82,75,76,82,64,66
633,633,76,69,78,77,76,75
634,634,47,59,70,71,82,75
635,635,78,80,83,80,56,79
636,636,69,74,81,83,66,71
637,637,64,46,60,58,81,82
638,638,67,68,78,79,78,79
639,639,81,65,79,86,73,67
640,640,88,73,78,84,74,68
641,641,81,61,76,78,75,79
642,642,78,32,55,62,79,85
643,643,71,59,73,76,83,71
644,644,77,79,72,82,53,78
645,645,79,64,75,75,77,79
646,646,69,70,71,72,82,83
647,647,90,79,76,86,30,67
648,648,78,79,79,80,37,81
649,649,85,73,71,86,33,48
650,650,75,73,76,84,66,69
651,651,64,39,64,61,80,77
652,652,67,68,73,80,79,75
653,653,77,47,71,76,77,75
654,654,72,76,80,83,32,51
655,655,69,67,74,77,78,79
656,656,65,73,82,82,36,61
657,657,71,46,71,72,81,77
658,658,79,71,78,81,68,70
659,659,64,74,81,80,71,66
660,660,83,81,76,80,67,69
661,661,55,73,78,70,79,85
662,662,79,64,72,74,80,81
663,663,67,81,69,73,40,72
664,664,56,76,79,77,70,75
665,665,68,54,72,73,80,79
666,666,68,75,80,76,76,77
667,667,84,75,76,83,40,60
668,668,79,77,78,83,54,69
669,669,84,76,75,82,35,47
670,670,82,75,81,82,45,79
671,671,59,51,73,72,81,76
672,672,79,79,82,82,48,80
673,673,69,68,79,85,70,66
674,674,80,79,75,82,48,80
675,675,80,78,73,84,35,66
676,676,79,50,72,76,76,70
677,677,88,66,67,74,76,82
678,678,61,46,67,70,81,77
679,679,73,55,65,67,80,81
680,680,71,36,69,70,80,78
681,681,74,79,64,76,32,80
682,682,79,75,74,83,51,83
683,683,87,69,73,77,76,70
684,684,58,47,67,73,79,78
685,685,82,75,80,82,44,64
686,686,55,82,63,73,29,82
687,687,76,80,72,77,51,83
688,688,82,68,79,80,76,55
689,689,86,75,75,86,43,64
690,690,79,80,77,81,62,83
691,691,80,77,76,82,52,78
692,692,81,75,79,82,53,80
693,693,64,74,77,79,79,73
694,694,73,78,76,80,67,77
695,695,77,78,65,77,47,82
696,696,72,29,61,68,81,74
697,697,80,78,82,82,57,80
698,698,74,63,79,77,75,73
699,699,43,54,69,67,79,82
700,700,68,65,75,78,76,80
701,701,69,81,80,80,72,75
702,702,62,75,83,82,68,70
703,703,80,79,73,82,43,79
704,704,91,64,72,79,76,69
705,705,79,56,72,75,78,80
706,706,80,60,75,78,76,75
707,707,67,52,59,65,82,82
708,708,82,57,72,76,75,78
709,709,74,80,70,81,46,77
710,710,77,79,77,82,29,63
711,711,74,75,78,79,76,80
712,712,80,74,79,80,63,72
713,713,83,50,68,77,77,71
714,714,84,79,68,76,46,75
715,715,56,64,77,76,76,74
716,716,72,30,70,74,82,77
717,717,68,72,77,80,77,74
718,718,83,78,72,81,51,86
719,719,66,66,83,83,78,69
720,720,74,75,83,81,50,64
721,721,72,63,74,73,80,81
722,722,64,65,74,75,78,71
723,723,65,82,63,75,40,85
724,724,78,80,78,81,54,81
725,725,80,77,82,86,56,53
726,726,78,79,80,82,65,82
727,727,87,63,75,80,74,76
728,728,68,72,77,80,77,74
729,729,47,59,70,71,82,75
730,730,62,83,70,74,40,78
731,731,68,71,77,79,74,80
732,732,72,29,61,68,81,74
733,733,91,79,81,80,61,78
734,734,88,80,74,81,54,76
735,735,87,78,75,80,39,64
736,736,81,80,79,82,50,80
737,737,87,71,76,76,73,82
738,738,91,80,77,85,42,56
739,739,87,76,77,81,72,81
740,740,75,68,77,79,75,74
741,741,49,48,53,56,80,84
742,742,77,76,77,82,49,68
743,743,80,75,70,81,52,78
744,744,77,77,74,80,44,66
745,745,51,42,54,57,82,76
746,746,72,66,77,77,79,70
747,747,66,60,65,67,82,80
748,748,80,74,78,81,69,77
749,749,63,71,78,82,70,67
750,750,63,79,61,70,27,88
751,751,77,32,61,72,80,79
752,752,83,77,74,81,42,71
753,753,61,55,76,72,81,73
754,754,35,63,77,75,79,74
755,755,73,80,71,79,36,80
756,756,71,50,64,64,81,75
757,757,75,27,47,50,78,88
758,758,58,79,63,70,46,87
759,759,86,74,75,83,51,62
760,760,51,74,81,77,78,76
761,761,63,64,73,75,78,83
762,762,80,74,73,83,53,76
763,763,76,66,78,79,74,80
764,764,91,65,72,75,74,81
765,765,90,77,73,82,33,62
766,766,81,73,74,81,72,77
767,767,80,79,62,77,23,69
768,768,55,73,82,79,73,73
769,769,71,61,72,72,79,77
770,770,75,73,74,81,45,59
771,771,79,77,72,82,37,79
772,772,80,68,74,75,76,82
773,773,80,36,61,61,80,78
774,774,72,67,74,77,77,76
775,775,86,55,65,75,76,84
776,776,69,78,80,80,70,67
777,777,51,34,67,64,80,85
778,778,76,73,77,81,40,54
779,779,69,79,80,81,62,63
780,780,80,76,72,84,30,79
781,781,77,53,66,69,80,79
782,782,80,66,71,75,74,75
783,783,76,79,69,76,42,78
784,784,65,39,63,53,80,78
785,785,59,82,68,72,51,72
786,786,81,74,77,79,48,61
787,787,79,80,72,80,42,78
788,788,60,76,79,83,50,55
789,789,85,76,71,82,30,67
790,790,41,79,71,71,46,77
791,791,74,79,76,79,39,75
792,792,68,71,73,72,80,80
793,793,59,76,79,81,71,71
794,794,80,76,72,82,44,80
795,795,76,69,78,76,76,74
796,796,77,81,74,78,36,77
797,797,71,71,81,82,74,68
798,798,78,80,68,78,49,79
799,799,75,76,80,79,69,74
800,800,73,37,55,66,81,77
801,801,91,72,75,76,69,74
802,802,86,81,73,82,38,70
803,803,91,69,73,79,51,44
804,804,78,53,69,75,79,80
805,805,70,69,80,79,38,62
806,806,76,72,78,82,60,66
807,807,82,27,68,70,79,77
808,808,66,75,80,78,61,61
809,809,65,49,65,63,82,79
810,810,78,74,73,75,76,79
811,811,76,81,76,80,45,71
812,812,72,76,78,83,68,72
813,813,59,79,71,72,42,76
814,814,77,75,66,85,39,78
815,815,74,69,78,78,74,81
816,816,81,58,71,71,74,84
817,817,80,78,77,81,55,75
818,818,60,71,77,78,79,74
819,819,79,78,75,78,47,76
820,820,82,40,64,72,79,77
821,821,79,79,72,80,31,62
822,822,65,66,80,81,64,61
823,823,81,50,64,71,81,77
824,824,77,39,62,71,80,76
825,825,90,74,71,84,59,75
826,826,92,62,76,82,70,66
827,827,70,28,59,63,81,76
828,828,81,67,75,77,74,73
829,829,45,57,70,65,80,74
830,830,83,71,74,81,73,77
831,831,79,77,75,80,45,79
832,832,46,57,67,65,78,82
833,833,66,73,81,83,60,67
834,834,76,79,74,81,49,77
835,835,75,70,76,80,67,66
836,836,68,74,75,77,73,81
837,837,59,74,72,73,77,84
838,838,64,45,62,62,79,83
839,839,71,44,67,66,78,83
840,840,82,62,69,75,76,81
841,841,79,82,75,81,52,67
842,842,77,49,68,72,80,80
843,843,88,80,73,85,27,68
844,844,79,77,73,82,44,81
845,845,67,72,78,79,67,69
846,846,78,74,79,77,75,70
847,847,76,73,86,84,52,79
848,848,76,72,76,82,58,64
849,849,79,79,71,81,57,79
850,850,71,78,80,79,73,75
851,851,66,65,76,75,77,76
852,852,70,37,57,62,80,82
853,853,76,73,76,79,38,46
854,854,84,71,73,84,37,55
855,855,81,78,68,81,27,59
856,856,73,53,67,74,79,83
857,857,65,67,78,80,59,67
858,858,84,77,77,80,72,73
859,859,64,65,72,74,78,74
860,860,70,74,76,86,36,50
861,861,81,72,81,80,52,64
862,862,79,80,69,79,47,80
863,863,72,64,74,69,81,75
864,864,77,78,74,80,36,80
865,865,81,77,60,83,59,80
866,866,74,43,64,68,80,80
867,867,87,73,76,83,61,74
868,868,66,72,82,78,74,72
869,869,77,76,80,79,70,72
870,870,79,78,69,74,36,85
871,871,56,70,71,70,80,83
872,872,55,45,62,60,81,79
873,873,80,77,73,83,41,79
874,874,68,77,79,76,73,76
875,875,72,72,77,78,77,79
