39,Rivaldo,EA FC ICONS,Icons,Brazil,90,LW
40,Roberto Carlos,EA FC ICONS,Icons,Brazil,90,LB
41,Alessandro Del Piero,EA FC ICONS,Icons,Italy,90,CF
42,Lothar Matthäus,EA FC ICONS,Icons,Germany,90,CM
43,Bobby Moore,EA FC ICONS,Icons,England,90,CB
44,Victor Osimhen,Napoli FC,Serie A TIM,Nigeria,90,ST
45,Bruno Fernandes,Manchester Utd,Premier League,Portugal,90,CAM
46,Vinícius Júnior,Real Madrid,LALIGA EA SPORTS,Brazil,89,LW
47,Virgil van Dijk,Liverpool,Premier League,Holland,89,CB
48,Mohamed Salah,Liverpool,Premier League,Egypt,89,RW
49,Rúben Dias,Manchester City,Premier League,Portugal,89,CB
50,Rodri,Manchester City,Premier League,Spain,89,CDM
51,Neymar Jr,Al Hilal,ROSHN Saudi League,Brazil,89,LW
52,ter Stegen,FC Barcelona,LALIGA EA SPORTS,Germany,89,GK
53,Alisson,Liverpool,Premier League,Brazil,89,GK
54,Casemiro,Manchester Utd,Premier League,Brazil,89,CDM
55,Kenny Dalglish,EA FC ICONS,Icons,Scotland,89,ST
56,Javier Zanetti,EA FC ICONS,Icons,Argentina,89,RB
57,Alessandro Nesta,EA FC ICONS,Icons,Italy,89,CB
58,Hugo Sánchez,EA FC ICONS,Icons,Mexico,89,ST
59,Alan Shearer,EA FC ICONS,Icons,England,89,ST
60,Kaká,EA FC ICONS,Icons,Brazil,89,CAM
61,Samuel Eto'o,EA FC ICONS,Icons,Cameroon,89,ST
62,Didier Drogba,EA FC ICONS,Icons,Côte d'Ivoire,89,ST
63,Ruud van Nistelrooy,EA FC ICONS,Icons,Holland,89,ST
64,Éric Cantona,EA FC ICONS,Icons,France,89,CF
65,Sócrates,EA FC ICONS,Icons,Brazil,89,CAM
66,Philipp Lahm,EA FC ICONS,Icons,Germany,89,RB
67,Gary Lineker,EA FC ICONS,Icons,England,89,ST
68,Hristo Stoichkov,EA FC ICONS,Icons,Bulgaria,89,ST
69,Fabio Cannavaro,EA FC ICONS,Icons,Italy,89,CB
70,Jairzinho,EA FC ICONS,Icons,Brazil,89,RW
71,Carles Puyol Saforcada,EA FC ICONS,Icons,Spain,89,CB
72,Emilio Butragueño,EA FC ICONS,Icons,Spain,89,ST
73,Peter Schmeichel,EA FC ICONS,Icons,Denmark,89,GK
74,Luís Figo,EA FC ICONS,Icons,Portugal,89,RW
75,Morientes,HERO,LALIGA EA SPORTS,Spain,89,ST
76,Rudi Völler,HERO,Bundesliga,Germany,89,ST
77,Jean-Pierre Papin,HERO,Ligue 1 Uber Eats,France,89,ST
78,Abedi Pelé,HERO,Ligue 1 Uber Eats,Ghana,89,CAM
79,David Ginola,HERO,Ligue 1 Uber Eats,France,89,LM
80,Gianluca Vialli,HERO,Serie A TIM,Italy,89,ST
81,Jürgen Kohler,HERO,Bundesliga,Germany,89,CB
82,Lucimar da Silva Ferreira,HERO,Serie A TIM,Brazil,89,CB
83,Virgil van Dijk,Liverpool,Premier League,Holland,89,CB
84,Bukayo Saka,Arsenal,Premier League,England,89,RW
85,Ederson,Manchester City,Premier League,Brazil,88,GK
86,Bruno Fernandes,Manchester Utd,Premier League,Portugal,88,CAM
87,Bernardo Silva,Manchester City,Premier League,Portugal,88,CM
88,Federico Valverde,Real Madrid,LALIGA EA SPORTS,Uruguay,88,CM
89,Antoine Griezmann,Atlético de Madrid,LALIGA EA SPORTS,France,88,ST
90,Jan Oblak,Atlético de Madrid,LALIGA EA SPORTS,Slovenia,88,GK
91,Joshua Kimmich,FC Bayern München,Bundesliga,Germany,88,CDM
92,Victor Osimhen,Napoli FC,Serie A TIM,Nigeria,88,ST
93,Franck Ribéry,EA FC ICONS,Icons,France,88,LM
94,Riquelme,EA FC ICONS,Icons,Argentina,88,CAM
95,Michael Laudrup,EA FC ICONS,Icons,Denmark,88,CAM
96,Fernando Hierro Ruiz,EA FC ICONS,Icons,Spain,88,CB
97,Andriy Shevchenko,EA FC ICONS,Icons,Ukraine,88,ST
98,Steven Gerrard,EA FC ICONS,Icons,England,88,CM
99,Ronald Koeman,EA FC ICONS,Icons,Holland,88,CB
100,Paul Scholes,EA FC ICONS,Icons,England,88,CM
101,Wayne Rooney,EA FC ICONS,Icons,England,88,ST
102,Edwin van der Sar,EA FC ICONS,Icons,Holland,88,GK
103,Petr Cech,EA FC ICONS,Icons,Czech Republic,88,GK
104,Bastian Schweinsteiger,EA FC ICONS,Icons,Germany,88,CM
105,Michael Owen,EA FC ICONS,Icons,England,88,ST
106,Rio Ferdinand,EA FC ICONS,Icons,England,88,CB
107,David Beckham,EA FC ICONS,Icons,England,88,RM
108,Pavel Nedvěd,EA FC ICONS,Icons,Czech Republic,88,LM
109,Laurent Blanc,EA FC ICONS,Icons,France,88,CB
110,Patrick Vieira,EA FC ICONS,Icons,France,88,CM
111,Robin van Persie,EA FC ICONS,Icons,Holland,88,ST
112,Marcel Desailly,EA FC ICONS,Icons,France,88,CB
113,Miroslav Klose,EA FC ICONS,Icons,Germany,88,ST
114,Gheorghe Hagi,EA FC ICONS,Icons,Romania,88,CAM
115,Jay-Jay Okocha,HERO,Premier League,Nigeria,88,CAM
116,Ricardo Alberto Silveira Carvalho,HERO,Liga Portugal,Portugal,88,CB
117,Bixente Lizarazu,HERO,Bundesliga,France,88,LWB
118,Jari Litmanen,HERO,Eredivisie,Finland,88,CAM
119,Rafael Márquez,HERO,LALIGA EA SPORTS,Mexico,88,CB
120,Antonio Di Natale,HERO,Serie A TIM,Italy,88,ST
121,Javier Mascherano,HERO,LALIGA EA SPORTS,Argentina,88,CB
122,Mario Gomez,HERO,Bundesliga,Germany,88,ST
123,Paulo Jorge dos Santos Futre,HERO,LALIGA EA SPORTS,Portugal,88,LW
124,Vincent Kompany,HERO,Premier League,Belgium,88,CB
125,Diego Milito,HERO,Serie A TIM,Argentina,88,ST
126,Diego Forlán,HERO,LALIGA EA SPORTS,Uruguay,88,ST
127,Wesley Sneijder,HERO,Serie A TIM,Holland,88,CAM
128,Carlos Tévez,HERO,Premier League,Argentina,88,ST
129,Heung Min Son,Spurs,Premier League,Korea Republic,88,ST
130,Leonardo Bonucci,Union Berlin,Bundesliga,Italy,88,CB
131,Edin Džeko,Fenerbahçe,Trendyol Süper Lig,Bosnia and Herzegovina,88,ST
132,Martin Ødegaard,Arsenal,Premier League,Norway,88,CM
133,Lautaro Martínez,Inter,Serie A TIM,Argentina,88,ST
134,Heung Min Son,Spurs,Premier League,Korea Republic,87,LW
135,Martin Ødegaard,Arsenal,Premier League,Norway,87,CAM
136,Luka Modric,Real Madrid,LALIGA EA SPORTS,Croatia,87,CM
137,Frenkie de Jong,FC Barcelona,LALIGA EA SPORTS,Holland,87,CM
138,Gregor Kobel,Borussia Dortmund,Bundesliga,Switzerland,87,GK
139,Manuel Neuer,FC Bayern München,Bundesliga,Germany,87,GK
140,Marquinhos,Paris SG,Ligue 1 Uber Eats,Brazil,87,CB
141,Gianluigi Donnarumma,Paris SG,Ligue 1 Uber Eats,Italy,87,GK
142,Lautaro Martínez,Inter,Serie A TIM,Argentina,87,ST
143,Mike Maignan,Milan,Serie A TIM,France,87,GK
144,Paulo Dybala,Roma FC,Serie A TIM,Argentina,87,ST
145,Ian Wright,EA FC ICONS,Icons,England,87,ST
146,Clarence Seedorf,EA FC ICONS,Icons,Holland,87,CAM
147,Michael Ballack,EA FC ICONS,Icons,Germany,87,CM
148,Fernando Torres,EA FC ICONS,Icons,Spain,87,ST
149,Davor Šuker,EA FC ICONS,Icons,Croatia,87,ST
150,Patrick Kluivert,EA FC ICONS,Icons,Holland,87,ST
151,Claude Makélélé,EA FC ICONS,Icons,France,87,CDM
152,John Barnes,EA FC ICONS,Icons,England,87,LW
153,Frank Lampard,EA FC ICONS,Icons,England,87,CM
154,David Trezeguet,EA FC ICONS,Icons,France,87,ST
155,Ian Rush,EA FC ICONS,Icons,Wales,87,ST
156,Gianfranco Zola,EA FC ICONS,Icons,Italy,87,CF
157,Robert Pirès,EA FC ICONS,Icons,France,87,LM
158,Frank Rijkaard,EA FC ICONS,Icons,Holland,87,CDM
159,Nemanja Vidić,EA FC ICONS,Icons,Serbia,87,CB
160,Xabi Alonso,EA FC ICONS,Icons,Spain,87,CDM
161,Emmanuel Petit,EA FC ICONS,Icons,France,87,CDM
162,Joe Cole,HERO,Premier League,England,87,RW
163,Rui Manuel César Costa,HERO,Serie A TIM,Portugal,87,CAM
164,Iván Córdoba,HERO,Serie A TIM,Colombia,87,CB
165,Yaya Touré,HERO,Premier League,Côte d'Ivoire,87,CDM
166,Dimitar Berbatov,HERO,Premier League,Bulgaria,87,ST
167,Claudio Marchisio,HERO,Serie A TIM,Italy,87,CM
168,Jorge Campos,HERO,MLS,Mexico,87,GK
169,Hidetoshi Nakata,HERO,Serie A TIM,Japan,87,CAM
170,Tomas Brolin,HERO,Serie A TIM,Sweden,87,ST
171,Harry Kewell,HERO,Premier League,Australia,87,LW
172,Steve McManaman,HERO,Premier League,England,87,RM
173,Matheus Cunha,Wolves,Premier League,Brazil,87,ST
174,Koné,M'gladbach,Bundesliga,France,87,CM
175,Kevin De Bruyne,Manchester City,Premier League,Belgium,87,CM
176,João Cancelo,FC Barcelona,LALIGA EA SPORTS,Portugal,87,RB
177,N'Golo Kanté,Al Ittihad,ROSHN Saudi League,France,87,CDM
178,Luis Díaz,Liverpool,Premier League,Colombia,87,LW
179,Dries Mertens,Galatasaray,Trendyol Süper Lig,Belgium,87,CF
180,Khvicha Kvaratskhelia,Napoli FC,Serie A TIM,Georgia,87,LW
181,Jude Bellingham,Real Madrid,LALIGA EA SPORTS,England,87,CAM
182,Jude Bellingham,Real Madrid,LALIGA EA SPORTS,England,86,CM
183,Trent Alexander-Arnold,Liverpool,Premier League,England,86,RB
184,Christopher Nkunku,Chelsea,Premier League,France,86,CF
185,Andrew Robertson,Liverpool,Premier League,Scotland,86,LB
186,Sandro Tonali,Newcastle Utd,Premier League,Italy,86,CDM
187,Cristiano Ronaldo,Al Nassr,ROSHN Saudi League,Portugal,86,ST
188,Bukayo Saka,Arsenal,Premier League,England,86,RW
189,Toni Kroos,Real Madrid,LALIGA EA SPORTS,Germany,86,CM
190,Éder Militão,Real Madrid,LALIGA EA SPORTS,Brazil,86,CB
191,Ronald Araujo,FC Barcelona,LALIGA EA SPORTS,Uruguay,86,CB
192,João Cancelo,Manchester City,Premier League,Portugal,86,LB
193,Pedri,FC Barcelona,LALIGA EA SPORTS,Spain,86,CM
194,Ilkay Gündogan,FC Barcelona,LALIGA EA SPORTS,Germany,86,CM
195,Parejo,Villarreal CF,LALIGA EA SPORTS,Spain,86,CM
196,N'Golo Kanté,Al Ittihad,ROSHN Saudi League,France,86,CDM
197,Sadio Mané,Al Nassr,ROSHN Saudi League,Senegal,86,CF
198,Sergej Milinkovic-Savic,Al Hilal,ROSHN Saudi League,Serbia,86,CM
199,Riyad Mahrez,Al Ahli,ROSHN Saudi League,Algeria,86,RM
200,Matthijs de Ligt,FC Bayern München,Bundesliga,Holland,86,CB
201,Jamal Musiala,FC Bayern München,Bundesliga,Germany,86,CAM
202,Ousmane Dembélé,Paris SG,Ligue 1 Uber Eats,France,86,RW
203,Rafael Leão,Milan,Serie A TIM,Portugal,86,LW
204,Nicolò Barella,Inter,Serie A TIM,Italy,86,CM
205,Khvicha Kvaratskhelia,Napoli FC,Serie A TIM,Georgia,86,LW
206,Wojciech Szczesny,Juventus,Serie A TIM,Poland,86,GK
207,Paulo Dybala,Roma FC,Serie A TIM,Argentina,86,CF
208,Marco Verratti,Paris SG,Ligue 1 Uber Eats,Italy,86,CM
209,Juan Sebastián Verón,EA FC ICONS,Icons,Argentina,86,CM
210,Ashley Cole,EA FC ICONS,Icons,England,86,LB
211,Michael Essien,EA FC ICONS,Icons,Ghana,86,CDM
212,Henrik Larsson,EA FC ICONS,Icons,Sweden,86,ST
213,Hernán Crespo,EA FC ICONS,Icons,Argentina,86,ST
214,Sol Campbell,EA FC ICONS,Icons,England,86,CB
215,Roy Keane,EA FC ICONS,Icons,Republic of Ireland,86,CM
216,Gennaro Gattuso,EA FC ICONS,Icons,Italy,86,CDM
217,Gianluca Zambrotta,EA FC ICONS,Icons,Italy,86,RB
218,Luis Hernández,EA FC ICONS,Icons,Mexico,86,ST
219,Robbie Keane,HERO,Premier League,Republic of Ireland,86,ST
220,Ludovic Giuly,HERO,Ligue 1 Uber Eats,France,86,RM
221,Ole Gunnar Solskjær,HERO,Premier League,Norway,86,ST
222,Nwankwo Kanu,HERO,Premier League,Nigeria,86,CF
223,Freddie Ljungberg,HERO,Premier League,Sweden,86,LM
224,Landon Donovan,HERO,MLS,United States,86,CF
225,Aleksandr Mostovoi,HERO,LALIGA EA SPORTS,Russia,86,CAM
226,Tomáš Rosický,HERO,Premier League,Czech Republic,86,CAM
227,Dirk Kuyt,HERO,Eredivisie,Holland,86,CAM
228,Joan Capdevila Méndez,HERO,LALIGA EA SPORTS,Spain,86,LB
229,Sidney Govou,HERO,Ligue 1 Uber Eats,France,86,ST
230,Jerzy Dudek,HERO,Premier League,Poland,86,GK
231,Ledley King,HERO,Premier League,England,86,CB
232,Sami Al-Jaber,HERO,ROSHN Saudi League,Saudi Arabia,86,ST
233,Ramires Santos do Nascimen.,HERO,Premier League,Brazil,86,CDM
234,Ji Sung Park,HERO,Premier League,Korea Republic,86,LM
235,Włodzimierz Smolarek,HERO,Bundesliga,Poland,86,ST
236,John Arne Riise,HERO,Premier League,Norway,86,LB
237,João Cancelo,FC Barcelona,LALIGA EA SPORTS,Portugal,86,LB
238,James Maddison,Spurs,Premier League,England,86,CAM
239,Kieran Trippier,Newcastle Utd,Premier League,England,86,RB
240,De Paul,Atlético de Madrid,LALIGA EA SPORTS,Argentina,86,CM
241,Bruno Guimarães,Newcastle Utd,Premier League,Brazil,86,CM
242,Grimaldo,Leverkusen,Bundesliga,Spain,86,LWB
243,Phil Foden,Manchester City,Premier League,England,85,LW
244,Emiliano Martínez,Aston Villa,Premier League,Argentina,85,GK
245,Jack Grealish,Manchester City,Premier League,England,85,LW
246,Diogo Jota,Liverpool,Premier League,Portugal,85,CF
247,Declan Rice,Arsenal,Premier League,England,85,CDM
248,Kieran Trippier,Newcastle Utd,Premier League,England,85,RB
249,Marcus Rashford,Manchester Utd,Premier League,England,85,LW
250,John Stones,Manchester City,Premier League,England,85,CB
251,André Onana,Manchester Utd,Premier League,Cameroon,85,GK
252,Jules Koundé,FC Barcelona,LALIGA EA SPORTS,France,85,CB
253,Marcos Acuña,Sevilla FC,LALIGA EA SPORTS,Argentina,85,LB
254,Iago Aspas,RC Celta,LALIGA EA SPORTS,Spain,85,ST
255,David Alaba,Real Madrid,LALIGA EA SPORTS,Austria,85,CB
256,Antonio Rüdiger,Real Madrid,LALIGA EA SPORTS,Germany,85,CB
257,Rodrygo,Real Madrid,LALIGA EA SPORTS,Brazil,85,RW
258,Aymeric Laporte,Al Nassr,ROSHN Saudi League,Spain,85,CB
259,Yassine Bounou,Al Hilal,ROSHN Saudi League,Morocco,85,GK
260,Kingsley Coman,FC Bayern München,Bundesliga,France,85,LM
261,Leon Goretzka,FC Bayern München,Bundesliga,Germany,85,CM
262,Kevin Trapp,Frankfurt,Bundesliga,Germany,85,GK
263,Florian Wirtz,Leverkusen,Bundesliga,Germany,85,CAM
264,Keylor Navas,Paris SG,Ligue 1 Uber Eats,Costa Rica,85,GK
265,Hakan Çalhanoğlu,Inter,Serie A TIM,Turkey,85,CM
266,Ciro Immobile,Latium,Serie A TIM,Italy,85,ST
267,Theo Hernández,Milan,Serie A TIM,France,85,LB
268,Alessandro Bastoni,Inter,Serie A TIM,Italy,85,CB
269,Giovanni Di Lorenzo,Napoli FC,Serie A TIM,Italy,85,RB
270,Domenico Berardi,Sassuolo,Serie A TIM,Italy,85,RW
271,Thomas Partey,Arsenal,Premier League,Ghana,85,CDM
272,Raphaël Varane,Manchester Utd,Premier League,France,85,CB
273,Mats Hummels,Borussia Dortmund,Bundesliga,Germany,85,CB
274,Lars Ricken,HERO,Bundesliga,Germany,85,CAM
275,DaMarcus Beasley,HERO,MLS,United States,85,LM
276,Peter Crouch,HERO,Premier League,England,85,ST
277,Tim Cahill,HERO,Premier League,Australia,85,ST
278,Clint Dempsey,HERO,MLS,United States,85,CAM
279,Saeed Al Owairan,HERO,ROSHN Saudi League,Saudi Arabia,85,RW
280,Asier Illarramendi,FC Dallas,MLS,Spain,85,CM
281,Yukinari Sugawara,AZ,Eredivisie,Japan,85,RB
282,Cristian Tello Herrera,Al Fateh,ROSHN Saudi League,Spain,85,LW
283,Chuba Akpom,Ajax,Eredivisie,England,85,ST
284,Saúl,Atlético de Madrid,LALIGA EA SPORTS,Spain,85,CM
285,Pierre Kalulu,Milan,Serie A TIM,France,85,CB
286,Loïs Openda,RB Leipzig,Bundesliga,Belgium,85,ST
287,Konrad Laimer,FC Bayern München,Bundesliga,Austria,85,CDM
288,Leroy Fer,Alanyaspor,Trendyol Süper Lig,Holland,85,CDM
289,André Silva,Real Sociedad,LALIGA EA SPORTS,Portugal,85,ST
290,Francis Coquelin,Villarreal CF,LALIGA EA SPORTS,France,85,CM
291,Ollie Watkins,Aston Villa,Premier League,England,85,ST
292,Federico Chiesa,Juventus,Serie A TIM,Italy,84,LM
293,Reece James,Chelsea,Premier League,England,84,RB
294,Thiago Silva,Chelsea,Premier League,Brazil,84,CB
295,Moussa Diaby,Aston Villa,Premier League,France,84,RM
296,Kyle Walker,Manchester City,Premier League,England,84,RB
297,Pierre-Emile Højbjerg,Spurs,Premier League,Denmark,84,CDM
298,James Maddison,Spurs,Premier League,England,84,CAM
299,Aaron Ramsdale,Arsenal,Premier League,England,84,GK
300,Nick Pope,Newcastle Utd,Premier League,England,84,GK
301,Merino,Real Sociedad,LALIGA EA SPORTS,Spain,84,CM
302,Aurélien Tchouaméni,Real Madrid,LALIGA EA SPORTS,France,84,CDM
303,Fabinho,Al Ittihad,ROSHN Saudi League,Brazil,84,CDM
304,Rúben Neves,Al Hilal,ROSHN Saudi League,Portugal,84,CDM
305,Kalidou Koulibaly,Al Hilal,ROSHN Saudi League,Senegal,84,CB
306,Julian Brandt,Borussia Dortmund,Bundesliga,Germany,84,CAM
307,Koen Casteels,VfL Wolfsburg,Bundesliga,Belgium,84,GK
308,Matthias Ginter,SC Freiburg,Bundesliga,Germany,84,CB
309,Serge Gnabry,FC Bayern München,Bundesliga,Germany,84,RM
310,Grimaldo,Leverkusen,Bundesliga,Spain,84,LWB
311,Péter Gulácsi,RB Leipzig,Bundesliga,Hungary,84,GK
312,Min Jae Kim,FC Bayern München,Bundesliga,Korea Republic,84,CB
313,Thomas Müller,FC Bayern München,Bundesliga,Germany,84,CAM
314,Leroy Sané,FC Bayern München,Bundesliga,Germany,84,RM
315,Niklas Süle,Borussia Dortmund,Bundesliga,Germany,84,CB
316,De Paul,Atlético de Madrid,LALIGA EA SPORTS,Argentina,84,CM
317,Memphis Depay,Atlético de Madrid,LALIGA EA SPORTS,Holland,84,CF
318,Jorge Resurrección Koke,Atlético de Madrid,LALIGA EA SPORTS,Spain,84,CDM
319,Marcos Llorente,Atlético de Madrid,LALIGA EA SPORTS,Spain,84,RM
320,Achraf Hakimi,Paris SG,Ligue 1 Uber Eats,Morocco,84,RB
321,Milan Škriniar,Paris SG,Ligue 1 Uber Eats,Slovakia,84,CB
322,Lucas Hernández,Paris SG,Ligue 1 Uber Eats,France,84,CB
323,Yann Sommer,Inter,Serie A TIM,Switzerland,84,GK
324,Ismaël Bennacer,Milan,Serie A TIM,Algeria,84,CDM
325,Fikayo Tomori,Milan,Serie A TIM,England,84,CB
326,Bremer,Juventus,Serie A TIM,Brazil,84,CB
327,Stanislav Lobotka,Napoli FC,Serie A TIM,Slovakia,84,CM
328,Luis Alberto,Latium,Serie A TIM,Spain,84,CM
329,Romelu Lukaku,Chelsea,Premier League,Belgium,84,ST
330,Adrien Rabiot,Juventus,Serie A TIM,France,84,CM
331,Chris Smalling,Roma FC,Serie A TIM,England,84,CB
332,Lisandro Martínez,Manchester Utd,Premier League,Argentina,84,CB
333,Álex Remiro,Real Sociedad,LALIGA EA SPORTS,Spain,84,GK
334,Thiago,Liverpool,Premier League,Spain,84,CM
335,Yannick Carrasco,Atlético de Madrid,LALIGA EA SPORTS,Belgium,84,LM
336,Raphinha,FC Barcelona,LALIGA EA SPORTS,Brazil,84,RW
337,Luis Díaz,Liverpool,Premier League,Colombia,84,LW
338,Gabriel,Arsenal,Premier League,Brazil,84,CB
339,Gabriel Jesus,Arsenal,Premier League,Brazil,84,ST
340,Bruno Guimarães,Newcastle Utd,Premier League,Brazil,84,CM
341,Kolo Muani,Frankfurt,Bundesliga,France,84,ST
342,Gabriel Martinelli,Arsenal,Premier League,Brazil,84,LW
343,Tariq Lamptey,Brighton,Premier League,Ghana,84,LB
344,Henrikh Mkhitaryan,Inter,Serie A TIM,Armenia,84,CM
345,Matheus Reis,Sporting CP,Liga Portugal,Brazil,84,CB
346,Kiernan Dewsbury-Hall,Leicester City,EFL Championship,England,84,CM
347,Ferdi Kadioglu,Fenerbahçe,Trendyol Süper Lig,Turkey,84,RB
348,Romelu Lukaku,Roma FC,Serie A TIM,Belgium,84,ST
349,Yannick Carrasco,Al Shabab,ROSHN Saudi League,Belgium,84,LM
350,Randal Kolo Muani,Paris SG,Ligue 1 Uber Eats,France,84,ST
351,Federico Chiesa,Juventus,Serie A TIM,Italy,84,LM
352,Couhaib Driouech,Excelsior,Eredivisie,Holland,84,LM
353,Anderson Talisca,Al Nassr,ROSHN Saudi League,Brazil,84,RM
354,Pedro Gonçalves,Sporting CP,Liga Portugal,Portugal,84,LW
355,Mats Wieffer,Feyenoord,Eredivisie,Holland,84,CDM
356,Dodô,Fiorentina,Serie A TIM,Brazil,84,RB
357,Giovanni Reyna,Borussia Dortmund,Bundesliga,United States,84,CAM
358,Mohammed Kudus,West Ham,Premier League,Ghana,84,RW
359,Mislav Oršic,Trabzonspor,Trendyol Süper Lig,Croatia,84,LW
360,Toby Alderweireld,Royal Antwerp FC,1A Pro League,Belgium,84,CB
361,Enzo Fernández,Chelsea,Premier League,Argentina,83,CM
362,Raheem Sterling,Chelsea,Premier League,England,83,LW
363,Palhinha,Fulham,Premier League,Portugal,83,CDM
364,Hugo Lloris,Spurs,Premier League,France,83,GK
365,Nacho Fernández,Real Madrid,LALIGA EA SPORTS,Spain,83,CB
366,Marcelo Brozovic,Al Nassr,ROSHN Saudi League,Croatia,83,CDM
367,Emre Can,Borussia Dortmund,Bundesliga,Germany,83,CDM
368,Alphonso Davies,FC Bayern München,Bundesliga,Canada,83,LB
369,Jeremie Frimpong,Leverkusen,Bundesliga,Holland,83,RWB
370,Willi Orban,RB Leipzig,Bundesliga,Hungary,83,CB
371,Giménez,Atlético de Madrid,LALIGA EA SPORTS,Uruguay,83,CB
372,Morata,Atlético de Madrid,LALIGA EA SPORTS,Spain,83,ST
373,Sébastien Haller,Borussia Dortmund,Bundesliga,Côte d'Ivoire,83,ST
374,Marco Reus,Borussia Dortmund,Bundesliga,Germany,83,CAM
375,Nico Schlotterbeck,Borussia Dortmund,Bundesliga,Germany,83,CB
376,Marco Asensio,Paris SG,Ligue 1 Uber Eats,Spain,83,RW
377,Alexandre Lacazette,OL,Ligue 1 Uber Eats,France,83,ST
378,Wissam Ben Yedder,AS Monaco,Ligue 1 Uber Eats,France,83,ST
379,Francesco Acerbi,Inter,Serie A TIM,Italy,83,CB
380,Jordi Alba Ramos,Inter Miami CF,MLS,Spain,83,LB
381,Sven Botman,Newcastle Utd,Premier League,Holland,83,CB
382,Sergio Busquets,Inter Miami CF,MLS,Spain,83,CDM
383,Andreas Christensen,FC Barcelona,LALIGA EA SPORTS,Denmark,83,CB
384,Sergi Darder,RCD Mallorca,LALIGA EA SPORTS,Spain,83,CM
385,Ángel Di María,SL Benfica,Liga Portugal,Argentina,83,CF
386,Edin Džeko,Fenerbahçe,Trendyol Süper Lig,Bosnia and Herzegovina,83,ST
387,Christian Eriksen,Manchester Utd,Premier League,Denmark,83,CM
388,Nabil Fekir,Real Betis,LALIGA EA SPORTS,France,83,CAM
389,Rafa,SL Benfica,Liga Portugal,Portugal,83,CF
390,Jorginho,Arsenal,Premier League,Italy,83,CDM
391,Pau Torres,Aston Villa,Premier League,Spain,83,CB
392,Cody Gakpo,Liverpool,Premier League,Holland,83,CF
393,Jonas Hofmann,Leverkusen,Bundesliga,Germany,83,CAM
394,Mats Hummels,Borussia Dortmund,Bundesliga,Germany,83,CB
395,Borja Iglesias,Real Betis,LALIGA EA SPORTS,Spain,83,ST
396,Filip Kostić,Juventus,Serie A TIM,Serbia,83,LM
397,Konrad Laimer,FC Bayern München,Bundesliga,Austria,83,CDM
398,Gianluca Mancini,Roma FC,Serie A TIM,Italy,83,CB
399,Alex Meret,Napoli FC,Serie A TIM,Italy,83,GK
400,Gerard Moreno,Villarreal CF,LALIGA EA SPORTS,Spain,83,ST
401,Dani Olmo,RB Leipzig,Bundesliga,Spain,83,CAM
402,Oyarzabal,Real Sociedad,LALIGA EA SPORTS,Spain,83,LM
403,Páez Gavira,FC Barcelona,LALIGA EA SPORTS,Spain,83,CM
